/data/xunjian_yin/miniconda3/envs/apex/lib/python3.8/site-packages/torch/distributed/distributed_c10d.py:2978: UserWarning: torch.distributed._all_gather_base is a private function and will be deprecated. Please use torch.distributed.all_gather_into_tensor instead.
  warnings.warn(
(min, max) time across ranks (ms):
    model-and-optimizer-setup ......................: (2102.79, 6217.37)
    train/valid/test-data-iterators-setup ..........: (78921.49, 82822.24)
/data/xunjian_yin/miniconda3/envs/apex/lib/python3.8/site-packages/torch/distributed/distributed_c10d.py:3387: UserWarning: torch.distributed._reduce_scatter_base is a private function and will be deprecated. Please use torch.distributed.reduce_scatter_tensor instead.
  warnings.warn(
/data/xunjian_yin/mycode/MAP-NEO/Megatron-LM-NEO/megatron/training.py:533: UserWarning: The torch.cuda.*DtypeTensor constructors are no longer recommended. It's best to use methods such as torch.tensor(data, dtype=*, device='cuda') to create tensors. (Triggered internally at /opt/conda/conda-bld/pytorch_1716905975447/work/torch/csrc/tensor/python_tensor.cpp:78.)
  key, torch.cuda.FloatTensor([0.0])) + loss_dict[key]
 iteration        1/   51900 | consumed samples:         1024 | elapsed time per iteration (ms): 52794.2 | learning rate: 1.000E-07 | global batch size:  1024 | lm loss: 1.172341E+01 | loss scale: 1.0 | grad norm: 39.729 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1998/   51900 | consumed samples:      2045952 | elapsed time per iteration (ms): 40403.5 | learning rate: 1.998E-04 | global batch size:  1024 | lm loss: 2.476489E+00 | loss scale: 1.0 | grad norm: 0.229 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1999/   51900 | consumed samples:      2046976 | elapsed time per iteration (ms): 40421.8 | learning rate: 1.999E-04 | global batch size:  1024 | lm loss: 2.433231E+00 | loss scale: 1.0 | grad norm: 0.192 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     2000/   51900 | consumed samples:      2048000 | elapsed time per iteration (ms): 40380.7 | learning rate: 2.000E-04 | global batch size:  1024 | lm loss: 2.445834E+00 | loss scale: 1.0 | grad norm: 0.336 | number of skipped iterations:   0 | number of nan iterations:   0 |
(min, max) time across ranks (ms):
    save-checkpoint ................................: (107340.86, 107340.91)
 iteration     2001/   51900 | consumed samples:      2049024 | elapsed time per iteration (ms): 40057.6 | learning rate: 2.000E-04 | global batch size:  1024 | lm loss: 2.469338E+00 | loss scale: 1.0 | grad norm: 0.348 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     2002/   51900 | consumed samples:      2050048 | elapsed time per iteration (ms): 40350.9 | learning rate: 2.000E-04 | global batch size:  1024 | lm loss: 2.468270E+00 | loss scale: 1.0 | grad norm: 0.285 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     2003/   51900 | consumed samples:      2051072 | elapsed time per iteration (ms): 40383.3 | learning rate: 2.000E-04 | global batch size:  1024 | lm loss: 2.460685E+00 | loss scale: 1.0 | grad norm: 0.276 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     2004/   51900 | consumed samples:      2052096 | elapsed time per iteration (ms): 40386.5 | learning rate: 2.000E-04 | global batch size:  1024 | lm loss: 2.465640E+00 | loss scale: 1.0 | grad norm: 0.259 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     2005/   51900 | consumed samples:      2053120 | elapsed time per iteration (ms): 40382.6 | learning rate: 2.000E-04 | global batch size:  1024 | lm loss: 2.491977E+00 | loss scale: 1.0 | grad norm: 0.259 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     2006/   51900 | consumed samples:      2054144 | elapsed time per iteration (ms): 40381.0 | learning rate: 2.000E-04 | global batch size:  1024 | lm loss: 2.451663E+00 | loss scale: 1.0 | grad norm: 0.223 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     2007/   51900 | consumed samples:      2055168 | elapsed time per iteration (ms): 40382.1 | learning rate: 2.000E-04 | global batch size:  1024 | lm loss: 2.460245E+00 | loss scale: 1.0 | grad norm: 0.193 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     2008/   51900 | consumed samples:      2056192 | elapsed time per iteration (ms): 40421.3 | learning rate: 2.000E-04 | global batch size:  1024 | lm loss: 2.465936E+00 | loss scale: 1.0 | grad norm: 0.175 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     2009/   51900 | consumed samples:      2057216 | elapsed time per iteration (ms): 40414.0 | learning rate: 2.000E-04 | global batch size:  1024 | lm loss: 2.440644E+00 | loss scale: 1.0 | grad norm: 0.167 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     2010/   51900 | consumed samples:      2058240 | elapsed time per iteration (ms): 40369.1 | learning rate: 2.000E-04 | global batch size:  1024 | lm loss: 2.447930E+00 | loss scale: 1.0 | grad norm: 0.175 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     2011/   51900 | consumed samples:      2059264 | elapsed time per iteration (ms): 40394.7 | learning rate: 2.000E-04 | global batch size:  1024 | lm loss: 2.439317E+00 | loss scale: 1.0 | grad norm: 0.181 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     2012/   51900 | consumed samples:      2060288 | elapsed time per iteration (ms): 40383.2 | learning rate: 2.000E-04 | global batch size:  1024 | lm loss: 2.428262E+00 | loss scale: 1.0 | grad norm: 0.379 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     2013/   51900 | consumed samples:      2061312 | elapsed time per iteration (ms): 40382.1 | learning rate: 2.000E-04 | global batch size:  1024 | lm loss: 2.461147E+00 | loss scale: 1.0 | grad norm: 0.158 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     2014/   51900 | consumed samples:      2062336 | elapsed time per iteration (ms): 40386.4 | learning rate: 2.000E-04 | global batch size:  1024 | lm loss: 2.441328E+00 | loss scale: 1.0 | grad norm: 0.141 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     2015/   51900 | consumed samples:      2063360 | elapsed time per iteration (ms): 40395.6 | learning rate: 2.000E-04 | global batch size:  1024 | lm loss: 2.472850E+00 | loss scale: 1.0 | grad norm: 0.142 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     2016/   51900 | consumed samples:      2064384 | elapsed time per iteration (ms): 40378.8 | learning rate: 2.000E-04 | global batch size:  1024 | lm loss: 2.476303E+00 | loss scale: 1.0 | grad norm: 0.142 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     2017/   51900 | consumed samples:      2065408 | elapsed time per iteration (ms): 40392.3 | learning rate: 2.000E-04 | global batch size:  1024 | lm loss: 2.467276E+00 | loss scale: 1.0 | grad norm: 0.372 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     2018/   51900 | consumed samples:      2066432 | elapsed time per iteration (ms): 40405.2 | learning rate: 2.000E-04 | global batch size:  1024 | lm loss: 2.462234E+00 | loss scale: 1.0 | grad norm: 0.128 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     2019/   51900 | consumed samples:      2067456 | elapsed time per iteration (ms): 40398.7 | learning rate: 2.000E-04 | global batch size:  1024 | lm loss: 2.449949E+00 | loss scale: 1.0 | grad norm: 0.148 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     2020/   51900 | consumed samples:      2068480 | elapsed time per iteration (ms): 40404.6 | learning rate: 2.000E-04 | global batch size:  1024 | lm loss: 2.439033E+00 | loss scale: 1.0 | grad norm: 0.126 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     2021/   51900 | consumed samples:      2069504 | elapsed time per iteration (ms): 40404.9 | learning rate: 2.000E-04 | global batch size:  1024 | lm loss: 2.452241E+00 | loss scale: 1.0 | grad norm: 0.112 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     2022/   51900 | consumed samples:      2070528 | elapsed time per iteration (ms): 40394.7 | learning rate: 2.000E-04 | global batch size:  1024 | lm loss: 2.450085E+00 | loss scale: 1.0 | grad norm: 0.216 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     2023/   51900 | consumed samples:      2071552 | elapsed time per iteration (ms): 40389.8 | learning rate: 2.000E-04 | global batch size:  1024 | lm loss: 2.437657E+00 | loss scale: 1.0 | grad norm: 0.124 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     2024/   51900 | consumed samples:      2072576 | elapsed time per iteration (ms): 40382.2 | learning rate: 2.000E-04 | global batch size:  1024 | lm loss: 2.428353E+00 | loss scale: 1.0 | grad norm: 0.133 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     2025/   51900 | consumed samples:      2073600 | elapsed time per iteration (ms): 40377.8 | learning rate: 2.000E-04 | global batch size:  1024 | lm loss: 2.411252E+00 | loss scale: 1.0 | grad norm: 0.146 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     2026/   51900 | consumed samples:      2074624 | elapsed time per iteration (ms): 40375.7 | learning rate: 2.000E-04 | global batch size:  1024 | lm loss: 2.426166E+00 | loss scale: 1.0 | grad norm: 0.181 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     2027/   51900 | consumed samples:      2075648 | elapsed time per iteration (ms): 40381.8 | learning rate: 2.000E-04 | global batch size:  1024 | lm loss: 2.441042E+00 | loss scale: 1.0 | grad norm: 0.186 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     2028/   51900 | consumed samples:      2076672 | elapsed time per iteration (ms): 40401.0 | learning rate: 2.000E-04 | global batch size:  1024 | lm loss: 2.425015E+00 | loss scale: 1.0 | grad norm: 0.158 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     2029/   51900 | consumed samples:      2077696 | elapsed time per iteration (ms): 40373.2 | learning rate: 2.000E-04 | global batch size:  1024 | lm loss: 2.449924E+00 | loss scale: 1.0 | grad norm: 0.151 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     2030/   51900 | consumed samples:      2078720 | elapsed time per iteration (ms): 40380.5 | learning rate: 2.000E-04 | global batch size:  1024 | lm loss: 2.463475E+00 | loss scale: 1.0 | grad norm: 0.161 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     2031/   51900 | consumed samples:      2079744 | elapsed time per iteration (ms): 40373.1 | learning rate: 2.000E-04 | global batch size:  1024 | lm loss: 2.449370E+00 | loss scale: 1.0 | grad norm: 0.179 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     2032/   51900 | consumed samples:      2080768 | elapsed time per iteration (ms): 40378.5 | learning rate: 2.000E-04 | global batch size:  1024 | lm loss: 2.479306E+00 | loss scale: 1.0 | grad norm: 0.181 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     2033/   51900 | consumed samples:      2081792 | elapsed time per iteration (ms): 40384.6 | learning rate: 2.000E-04 | global batch size:  1024 | lm loss: 2.436761E+00 | loss scale: 1.0 | grad norm: 0.232 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     2034/   51900 | consumed samples:      2082816 | elapsed time per iteration (ms): 40397.6 | learning rate: 2.000E-04 | global batch size:  1024 | lm loss: 2.453068E+00 | loss scale: 1.0 | grad norm: 0.380 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     2035/   51900 | consumed samples:      2083840 | elapsed time per iteration (ms): 40392.6 | learning rate: 2.000E-04 | global batch size:  1024 | lm loss: 2.455591E+00 | loss scale: 1.0 | grad norm: 0.498 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     2036/   51900 | consumed samples:      2084864 | elapsed time per iteration (ms): 40395.7 | learning rate: 2.000E-04 | global batch size:  1024 | lm loss: 2.459990E+00 | loss scale: 1.0 | grad norm: 0.322 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     2037/   51900 | consumed samples:      2085888 | elapsed time per iteration (ms): 40393.3 | learning rate: 2.000E-04 | global batch size:  1024 | lm loss: 2.470782E+00 | loss scale: 1.0 | grad norm: 0.312 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     2038/   51900 | consumed samples:      2086912 | elapsed time per iteration (ms): 40424.1 | learning rate: 2.000E-04 | global batch size:  1024 | lm loss: 2.457603E+00 | loss scale: 1.0 | grad norm: 0.259 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     2039/   51900 | consumed samples:      2087936 | elapsed time per iteration (ms): 40400.3 | learning rate: 2.000E-04 | global batch size:  1024 | lm loss: 2.443484E+00 | loss scale: 1.0 | grad norm: 0.257 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     2040/   51900 | consumed samples:      2088960 | elapsed time per iteration (ms): 40393.8 | learning rate: 2.000E-04 | global batch size:  1024 | lm loss: 2.467822E+00 | loss scale: 1.0 | grad norm: 0.297 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     2041/   51900 | consumed samples:      2089984 | elapsed time per iteration (ms): 40362.1 | learning rate: 2.000E-04 | global batch size:  1024 | lm loss: 2.463141E+00 | loss scale: 1.0 | grad norm: 0.219 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     2042/   51900 | consumed samples:      2091008 | elapsed time per iteration (ms): 40373.0 | learning rate: 2.000E-04 | global batch size:  1024 | lm loss: 2.462819E+00 | loss scale: 1.0 | grad norm: 0.266 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     2043/   51900 | consumed samples:      2092032 | elapsed time per iteration (ms): 40414.1 | learning rate: 2.000E-04 | global batch size:  1024 | lm loss: 2.461449E+00 | loss scale: 1.0 | grad norm: 0.240 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     2044/   51900 | consumed samples:      2093056 | elapsed time per iteration (ms): 40369.4 | learning rate: 2.000E-04 | global batch size:  1024 | lm loss: 2.467228E+00 | loss scale: 1.0 | grad norm: 0.253 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     2045/   51900 | consumed samples:      2094080 | elapsed time per iteration (ms): 40396.1 | learning rate: 2.000E-04 | global batch size:  1024 | lm loss: 2.473369E+00 | loss scale: 1.0 | grad norm: 0.243 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     2046/   51900 | consumed samples:      2095104 | elapsed time per iteration (ms): 40395.8 | learning rate: 2.000E-04 | global batch size:  1024 | lm loss: 2.464317E+00 | loss scale: 1.0 | grad norm: 0.188 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     2047/   51900 | consumed samples:      2096128 | elapsed time per iteration (ms): 40393.8 | learning rate: 2.000E-04 | global batch size:  1024 | lm loss: 2.449447E+00 | loss scale: 1.0 | grad norm: 0.175 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     2048/   51900 | consumed samples:      2097152 | elapsed time per iteration (ms): 40380.5 | learning rate: 2.000E-04 | global batch size:  1024 | lm loss: 2.448961E+00 | loss scale: 1.0 | grad norm: 0.181 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     2049/   51900 | consumed samples:      2098176 | elapsed time per iteration (ms): 40405.7 | learning rate: 2.000E-04 | global batch size:  1024 | lm loss: 2.422486E+00 | loss scale: 1.0 | grad norm: 0.170 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     2050/   51900 | consumed samples:      2099200 | elapsed time per iteration (ms): 40411.0 | learning rate: 2.000E-04 | global batch size:  1024 | lm loss: 2.438494E+00 | loss scale: 1.0 | grad norm: 0.150 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     2051/   51900 | consumed samples:      2100224 | elapsed time per iteration (ms): 40369.0 | learning rate: 2.000E-04 | global batch size:  1024 | lm loss: 2.442030E+00 | loss scale: 1.0 | grad norm: 0.144 | number of skipped iterations:   0 | number of nan iterations:   0 |
